1556115016.569867,-263.585999,-67.914185,-9.846224,-2.201151,-0.041307,0.031524
1556115016.670100,-263.806274,-68.213837,-9.841986,-2.196239,-0.038556,0.032817
1556115016.770331,-264.013062,-68.512932,-9.840395,-2.191843,-0.036408,0.031894
1556115016.870493,-264.225830,-68.810127,-9.838474,-2.186746,-0.034029,0.030275
1556115016.970725,-264.460999,-69.128326,-9.835054,-2.180810,-0.033143,0.026552
1556115017.070909,-264.671753,-69.440086,-9.833879,-2.174358,-0.033188,0.024789
1556115017.171104,-264.887665,-69.750740,-9.821999,-2.167774,-0.033178,0.023740
1556115017.271332,-265.097870,-70.067291,-9.820641,-2.161571,-0.032776,0.024109
1556115017.371490,-265.302490,-70.401009,-9.813816,-2.155953,-0.032224,0.025750
1556115017.471706,-265.508850,-70.713554,-9.805872,-2.150511,-0.031986,0.026559
1556115017.571864,-265.707062,-71.048744,-9.801670,-2.145001,-0.032039,0.026463
1556115017.672038,-265.915955,-71.381958,-9.804129,-2.138983,-0.031244,0.025227
1556115017.772275,-266.120270,-71.712769,-9.799612,-2.133190,-0.030667,0.021310
1556115017.872486,-266.321686,-72.041924,-9.800375,-2.126907,-0.030982,0.019101
1556115017.972661,-266.537109,-72.373909,-9.777016,-2.120469,-0.031842,0.015678
1556115018.072929,-266.741974,-72.706894,-9.743172,-2.115281,-0.032309,0.015231
1556115018.173046,-266.932495,-73.056488,-9.734280,-2.109918,-0.033548,0.014529
1556115018.273280,-267.134308,-73.387444,-9.719034,-2.104708,-0.033107,0.013855
1556115018.373460,-267.325562,-73.720299,-9.707565,-2.099170,-0.031893,0.013088
1556115018.473611,-267.530823,-74.051933,-9.685760,-2.093472,-0.031304,0.009995
1556115018.573832,-267.713928,-74.368423,-9.681824,-2.087337,-0.029850,0.006897
1556115018.674030,-267.911011,-74.709290,-9.675144,-2.081036,-0.029801,0.002123
1556115018.774215,-268.081665,-75.051155,-9.669608,-2.074913,-0.030171,-0.001342
1556115018.874487,-268.273956,-75.384773,-9.655118,-2.069315,-0.029111,-0.002780
1556115018.974618,-268.452026,-75.727921,-9.650806,-2.063581,-0.026624,-0.001414
1556115019.074904,-268.628448,-76.092346,-9.650270,-2.059446,-0.024427,0.002441
1556115019.175052,-268.799774,-76.428146,-9.649096,-2.055356,-0.021903,0.004425
1556115019.275216,-268.980896,-76.775391,-9.643738,-2.051991,-0.020356,0.006123
1556115019.375409,-269.170471,-77.115379,-9.639931,-2.047064,-0.018330,0.002845
1556115019.475645,-269.357239,-77.440926,-9.634592,-2.041648,-0.016073,-0.003395
1556115019.575794,-269.531952,-77.781563,-9.636509,-2.035958,-0.014588,-0.006615
1556115019.676035,-269.686401,-78.127571,-9.640038,-2.030414,-0.014011,-0.006700
1556115019.776207,-269.855255,-78.486275,-9.636705,-2.024546,-0.014386,-0.004125
1556115019.876466,-270.007446,-78.820717,-9.637228,-2.019505,-0.014731,0.000221
1556115019.976614,-270.159088,-79.145767,-9.626135,-2.015329,-0.015075,0.003844
1556115020.076792,-270.322052,-79.487312,-9.614866,-2.011238,-0.015961,0.005208
1556115020.176976,-270.486511,-79.835701,-9.607571,-2.007065,-0.015999,0.006199
1556115020.277204,-270.641174,-80.175262,-9.597624,-2.001502,-0.016060,0.003482
1556115020.377410,-270.789795,-80.501465,-9.588236,-1.996308,-0.017101,0.000636
1556115020.477594,-270.945587,-80.839989,-9.574476,-1.991707,-0.019601,-0.000187
1556115020.577783,-271.100311,-81.178146,-9.563918,-1.987204,-0.020299,0.001458
1556115020.677972,-271.224884,-81.512810,-9.555435,-1.982788,-0.019770,0.003938
1556115020.778178,-271.375641,-81.846916,-9.551451,-1.979391,-0.018856,0.005541
1556115020.878381,-271.511078,-82.174858,-9.554222,-1.975622,-0.018814,0.008695
1556115020.978559,-271.644897,-82.507973,-9.549285,-1.971966,-0.019294,0.010480
1556115021.078803,-271.791138,-82.842407,-9.556804,-1.968430,-0.019038,0.011086
1556115021.178987,-271.934357,-83.170784,-9.560513,-1.964822,-0.017996,0.010737
1556115021.279164,-272.081482,-83.486496,-9.549501,-1.961491,-0.017181,0.008738
1556115021.379329,-272.216034,-83.835892,-9.547261,-1.958458,-0.018699,0.008685
1556115021.479584,-272.342621,-84.164963,-9.542318,-1.956189,-0.019976,0.009569
1556115021.579794,-272.476440,-84.499504,-9.535051,-1.953319,-0.020427,0.011415
1556115021.679950,-272.608063,-84.828117,-9.527094,-1.951830,-0.019419,0.013751
1556115021.780155,-272.733978,-85.125542,-9.525887,-1.950705,-0.018658,0.015620
1556115021.880424,-272.865143,-85.460022,-9.517630,-1.949502,-0.019483,0.016904
1556115021.980522,-272.990906,-85.783813,-9.515411,-1.948009,-0.019087,0.018918
1556115022.080773,-273.127533,-86.121399,-9.517868,-1.946536,-0.018932,0.018417
1556115022.180978,-273.254486,-86.440033,-9.508533,-1.945228,-0.018093,0.016539
1556115022.281202,-273.394684,-86.766922,-9.501811,-1.944100,-0.017846,0.016695
1556115022.381357,-273.543243,-87.102898,-9.501041,-1.943108,-0.017709,0.016749
