1532708583.04816,743.688293,1530.555664,-0.411525,-0.633998,-0.02982,-0.02499
1532708583.0979,743.788208,1530.373291,-0.553595,-0.644891,-0.021391,-0.026734
1532708583.14824,743.923157,1530.267822,-0.391163,-0.651285,-0.032034,-0.025746
1532708583.19799,744.002686,1530.192017,-0.388284,-0.658805,-0.032066,-0.023208
1532708583.24775,744.171204,1530.045776,-0.344352,-0.665133,-0.037133,-0.024043
1532708583.29808,744.263062,1529.984497,-0.383726,-0.671198,-0.035395,-0.023235
1532708583.34787,744.409729,1529.765015,-0.411609,-0.680376,-0.034307,-0.021085
1532708583.39817,744.490845,1529.692139,-0.452194,-0.686899,-0.032327,-0.017793
1532708583.44792,744.702515,1529.518188,-0.402854,-0.688857,-0.037425,-0.023036
1532708583.50034,744.739563,1529.449341,-0.703397,-0.695153,-0.023703,-0.01789
