1556115016.569867,-263.586700,-67.914825,-9.846333,-2.201146,-0.041330,0.031546
1556115016.670100,-263.806580,-68.213921,-9.842209,-2.196237,-0.038542,0.032830
1556115016.770331,-264.013123,-68.512962,-9.840369,-2.191845,-0.036408,0.031894
1556115016.870493,-264.225922,-68.810097,-9.838415,-2.186747,-0.034027,0.030276
1556115016.970725,-264.461060,-69.128311,-9.835018,-2.180807,-0.033142,0.026551
1556115017.070909,-264.671692,-69.440071,-9.833832,-2.174355,-0.033187,0.024793
1556115017.171104,-264.887756,-69.750870,-9.821989,-2.167776,-0.033180,0.023742
1556115017.271332,-265.097717,-70.067238,-9.821225,-2.161600,-0.032748,0.024172
1556115017.371490,-265.302643,-70.401039,-9.813915,-2.155951,-0.032229,0.025757
1556115017.471706,-265.509430,-70.714096,-9.805923,-2.150517,-0.031981,0.026565
1556115017.571864,-265.707062,-71.048576,-9.801709,-2.144989,-0.032040,0.026458
1556115017.672038,-265.916779,-71.380882,-9.804257,-2.139030,-0.031235,0.025241
1556115017.772275,-266.120270,-71.712700,-9.799694,-2.133188,-0.030663,0.021310
1556115017.872486,-266.321899,-72.041862,-9.800406,-2.126914,-0.030983,0.019099
1556115017.972661,-266.536926,-72.373840,-9.777093,-2.120469,-0.031842,0.015688
1556115018.072929,-266.741943,-72.706947,-9.743259,-2.115284,-0.032310,0.015231
1556115018.173046,-266.932220,-73.056892,-9.734379,-2.109910,-0.033550,0.014522
1556115018.273280,-267.133972,-73.386871,-9.719458,-2.104720,-0.033110,0.013921
1556115018.373460,-267.325684,-73.720345,-9.707649,-2.099164,-0.031893,0.013095
1556115018.473611,-267.531097,-74.052010,-9.685808,-2.093476,-0.031307,0.009985
1556115018.573832,-267.713776,-74.368431,-9.681915,-2.087342,-0.029856,0.006923
1556115018.674030,-267.910889,-74.709343,-9.675205,-2.081020,-0.029803,0.002124
1556115018.774215,-268.081848,-75.051033,-9.669573,-2.074893,-0.030170,-0.001338
1556115018.874487,-268.274109,-75.384789,-9.655161,-2.069308,-0.029125,-0.002765
1556115018.974618,-268.452087,-75.728058,-9.650793,-2.063579,-0.026633,-0.001413
1556115019.074904,-268.628754,-76.092369,-9.650189,-2.059435,-0.024422,0.002423
1556115019.175052,-268.800476,-76.428116,-9.649034,-2.055332,-0.021898,0.004417
1556115019.275216,-268.981079,-76.775597,-9.643806,-2.051982,-0.020356,0.006101
1556115019.375409,-269.170502,-77.115410,-9.639828,-2.047067,-0.018337,0.002884
1556115019.475645,-269.357178,-77.440994,-9.634635,-2.041639,-0.016067,-0.003396
1556115019.575794,-269.532196,-77.781418,-9.636475,-2.035938,-0.014586,-0.006629
1556115019.676035,-269.686035,-78.127693,-9.639894,-2.030393,-0.014015,-0.006708
1556115019.776207,-269.855530,-78.487663,-9.635553,-2.024487,-0.014445,-0.004282
1556115019.876466,-270.007233,-78.820801,-9.637228,-2.019503,-0.014730,0.000218
1556115019.976614,-270.159149,-79.145859,-9.626108,-2.015319,-0.015077,0.003844
