1535385092.150099, 1772.405300, 866.268603, -0.322134, 0.022385, -0.021663, -0.028415
1535385092.200423, 1772.792307, 866.272789, -0.326390, 0.022554, -0.022334, -0.028557
1535385092.250173, 1773.184282, 866.275477, -0.339399, 0.022793, -0.024086, -0.029137
1535385092.299964, 1773.553104, 866.277181, -0.312186, 0.023106, -0.024202, -0.030410
1535385092.350275, 1773.953131, 866.278229, -0.314179, 0.023299, -0.023858, -0.030796
1535385092.400042, 1774.331296, 866.283455, -0.325195, 0.023336, -0.025164, -0.030754
1535385092.450359, 1774.718759, 866.290176, -0.348348, 0.023379, -0.026618, -0.030364
1535385092.500123, 1775.097232, 866.298054, -0.357824, 0.023521, -0.027115, -0.029704
1535385092.550447, 1775.496216, 866.299779, -0.376559, 0.023614, -0.027710, -0.030658
1535385092.600235, 1775.862099, 866.302627, -0.379801, 0.023633, -0.028507, -0.030977
1535385092.650526, 1776.269884, 866.315244, -0.390273, 0.023551, -0.027674, -0.029116
1535385092.700299, 1776.660253, 866.326372, -0.426757, 0.023373, -0.028184, -0.026819
1535385092.750055, 1777.061975, 866.341163, -0.432048, 0.023248, -0.027202, -0.023861
1535385092.800402, 1777.451006, 866.341664, -0.395728, 0.023243, -0.028061, -0.026266
1535385092.850173, 1777.884982, 866.354524, -0.373655, 0.023401, -0.026847, -0.027992
1535385092.900473, 1778.259058, 866.362419, -0.355897, 0.022839, -0.024626, -0.027020
1535385092.950260, 1778.679767, 866.368432, -0.371590, 0.022833, -0.023085, -0.026904
1535385093.001345, 1779.097221, 866.368113, -0.357402, 0.023320, -0.023093, -0.027990
1535385093.050316, 1779.518695, 866.368469, -0.383610, 0.023750, -0.024688, -0.028345
1535385093.100101, 1779.904669, 866.358972, -0.297733, 0.024268, -0.022538, -0.032230
1535385093.150415, 1780.325786, 866.375764, -0.344924, 0.024143, -0.025947, -0.031875
1535385093.200183, 1780.745360, 866.393481, -0.374269, 0.023681, -0.024796, -0.029020
1535385093.250501, 1781.170871, 866.418072, -0.467999, 0.023499, -0.030030, -0.025889
1535385093.300279, 1781.604653, 866.432821, -0.517159, 0.023652, -0.030274, -0.025066
1535385093.350585, 1782.015982, 866.441649, -0.530126, 0.023971, -0.030699, -0.024861
1535385093.400365, 1782.422787, 866.416562, -0.343825, 0.024371, -0.020943, -0.031256
1535385093.450713, 1782.848857, 866.426961, -0.339408, 0.024524, -0.022764, -0.029916
1535385093.500444, 1783.260618, 866.431740, -0.367327, 0.024639, -0.022178, -0.029932
1535385093.550244, 1783.685653, 866.445544, -0.417663, 0.024877, -0.024170, -0.028162
1535385093.600535, 1784.117928, 866.445489, -0.384015, 0.025258, -0.023544, -0.029540
1535385093.650312, 1784.537356, 866.461814, -0.399634, 0.025366, -0.023852, -0.027354
